snapshot_date,sku,warehouse_id,reported_qty,snapshot_source,snapshot_taken_at
2026-04-01,SKU01201,WH001,77,ERP,2026-04-01 23:55:00
2026-04-01,SKU01201,WH002,122,ERP,2026-04-01 23:55:00
2026-04-01,SKU01201,WH003,152,ERP,2026-04-01 23:55:00
2026-04-01,SKU01201,WH004,172,ERP,2026-04-01 23:55:00
2026-04-01,SKU01202,WH001,130,ERP,2026-04-01 23:55:00
2026-04-01,SKU01202,WH002,92,ERP,2026-04-01 23:55:00
2026-04-01,SKU01202,WH003,164,ERP,2026-04-01 23:55:00
2026-04-01,SKU01202,WH004,102,ERP,2026-04-01 23:55:00
2026-04-01,SKU01203,WH001,135,ERP,2026-04-01 23:55:00
2026-04-01,SKU01203,WH002,130,ERP,2026-04-01 23:55:00
2026-04-01,SKU01203,WH003,107,ERP,2026-04-01 23:55:00
2026-04-01,SKU01203,WH004,161,ERP,2026-04-01 23:55:00
2026-04-01,SKU01204,WH001,82,ERP,2026-04-01 23:55:00
2026-04-01,SKU01204,WH002,120,ERP,2026-04-01 23:55:00
2026-04-01,SKU01204,WH003,133,ERP,2026-04-01 23:55:00
2026-04-01,SKU01204,WH004,77,ERP,2026-04-01 23:55:00
2026-04-01,SKU01205,WH001,109,ERP,2026-04-01 23:55:00
2026-04-01,SKU01205,WH002,189,ERP,2026-04-01 23:55:00
2026-04-01,SKU01205,WH003,130,ERP,2026-04-01 23:55:00
2026-04-01,SKU01205,WH004,181,ERP,2026-04-01 23:55:00
2026-04-01,SKU01206,WH001,193,ERP,2026-04-01 23:55:00
2026-04-01,SKU01206,WH002,177,ERP,2026-04-01 23:55:00
2026-04-01,SKU01206,WH003,78,ERP,2026-04-01 23:55:00
2026-04-01,SKU01206,WH004,121,ERP,2026-04-01 23:55:00
2026-04-01,SKU01207,WH001,134,ERP,2026-04-01 23:55:00
2026-04-01,SKU01207,WH002,188,ERP,2026-04-01 23:55:00
2026-04-01,SKU01207,WH003,197,ERP,2026-04-01 23:55:00
2026-04-01,SKU01207,WH004,159,ERP,2026-04-01 23:55:00
2026-04-01,SKU01208,WH001,78,ERP,2026-04-01 23:55:00
2026-04-01,SKU01208,WH002,195,ERP,2026-04-01 23:55:00
2026-04-01,SKU01208,WH003,55,ERP,2026-04-01 23:55:00
2026-04-01,SKU01208,WH004,74,ERP,2026-04-01 23:55:00
2026-04-01,SKU01209,WH001,60,ERP,2026-04-01 23:55:00
2026-04-01,SKU01209,WH002,195,ERP,2026-04-01 23:55:00
2026-04-01,SKU01209,WH003,160,ERP,2026-04-01 23:55:00
2026-04-01,SKU01209,WH004,81,ERP,2026-04-01 23:55:00
2026-04-01,SKU01210,WH001,152,ERP,2026-04-01 23:55:00
2026-04-01,SKU01210,WH002,125,ERP,2026-04-01 23:55:00
2026-04-01,SKU01210,WH003,195,ERP,2026-04-01 23:55:00
2026-04-01,SKU01210,WH004,53,ERP,2026-04-01 23:55:00
2026-04-01,SKU01211,WH001,86,ERP,2026-04-01 23:55:00
2026-04-01,SKU01211,WH002,81,ERP,2026-04-01 23:55:00
2026-04-01,SKU01211,WH003,53,ERP,2026-04-01 23:55:00
2026-04-01,SKU01211,WH004,167,ERP,2026-04-01 23:55:00
2026-04-01,SKU01212,WH001,153,ERP,2026-04-01 23:55:00
2026-04-01,SKU01212,WH002,184,ERP,2026-04-01 23:55:00
2026-04-01,SKU01212,WH004,183,ERP,2026-04-01 23:55:00
2026-04-01,SKU01213,WH001,163,ERP,2026-04-01 23:55:00
2026-04-01,SKU01213,WH002,175,ERP,2026-04-01 23:55:00
2026-04-01,SKU01213,WH003,100,ERP,2026-04-01 23:55:00
2026-04-01,SKU01213,WH004,90,ERP,2026-04-01 23:55:00
2026-04-01,SKU01214,WH001,164,ERP,2026-04-01 23:55:00
2026-04-01,SKU01214,WH002,76,ERP,2026-04-01 23:55:00
2026-04-01,SKU01214,WH004,136,ERP,2026-04-01 23:55:00
2026-04-01,SKU01215,WH001,170,ERP,2026-04-01 23:55:00
2026-04-01,SKU01215,WH003,133,ERP,2026-04-01 23:55:00
2026-04-01,SKU01215,WH004,52,ERP,2026-04-01 23:55:00
2026-04-01,SKU01216,WH001,153,ERP,2026-04-01 23:55:00
2026-04-01,SKU01216,WH002,70,ERP,2026-04-01 23:55:00
2026-04-01,SKU01216,WH003,160,ERP,2026-04-01 23:55:00
2026-04-01,SKU01216,WH004,148,ERP,2026-04-01 23:55:00
2026-04-01,SKU01217,WH001,133,ERP,2026-04-01 23:55:00
2026-04-01,SKU01217,WH002,194,ERP,2026-04-01 23:55:00
2026-04-01,SKU01217,WH003,96,ERP,2026-04-01 23:55:00
2026-04-01,SKU01217,WH004,137,ERP,2026-04-01 23:55:00
2026-04-01,SKU01218,WH001,152,ERP,2026-04-01 23:55:00
2026-04-01,SKU01218,WH002,83,ERP,2026-04-01 23:55:00
2026-04-01,SKU01218,WH003,60,ERP,2026-04-01 23:55:00
2026-04-01,SKU01218,WH004,130,ERP,2026-04-01 23:55:00
2026-04-01,SKU01219,WH001,121,ERP,2026-04-01 23:55:00
2026-04-01,SKU01219,WH002,172,ERP,2026-04-01 23:55:00
2026-04-01,SKU01219,WH003,173,ERP,2026-04-01 23:55:00
2026-04-01,SKU01219,WH004,79,ERP,2026-04-01 23:55:00
2026-04-01,SKU01220,WH001,55,ERP,2026-04-01 23:55:00
2026-04-01,SKU01220,WH002,169,ERP,2026-04-01 23:55:00
2026-04-01,SKU01220,WH003,194,ERP,2026-04-01 23:55:00
2026-04-01,SKU01220,WH004,78,ERP,2026-04-01 23:55:00
2026-04-01,SKU01221,WH001,102,ERP,2026-04-01 23:55:00
2026-04-01,SKU01221,WH002,60,ERP,2026-04-01 23:55:00
2026-04-01,SKU01221,WH003,62,ERP,2026-04-01 23:55:00
2026-04-01,SKU01221,WH004,92,ERP,2026-04-01 23:55:00
2026-04-01,SKU01222,WH001,95,ERP,2026-04-01 23:55:00
2026-04-01,SKU01222,WH002,71,ERP,2026-04-01 23:55:00
2026-04-01,SKU01222,WH003,81,ERP,2026-04-01 23:55:00
2026-04-01,SKU01222,WH004,129,ERP,2026-04-01 23:55:00
2026-04-01,SKU01223,WH001,130,ERP,2026-04-01 23:55:00
2026-04-01,SKU01223,WH002,63,ERP,2026-04-01 23:55:00
2026-04-01,SKU01223,WH003,103,ERP,2026-04-01 23:55:00
2026-04-01,SKU01224,WH001,194,ERP,2026-04-01 23:55:00
2026-04-01,SKU01224,WH002,121,ERP,2026-04-01 23:55:00
2026-04-01,SKU01224,WH003,195,ERP,2026-04-01 23:55:00
2026-04-01,SKU01224,WH004,186,ERP,2026-04-01 23:55:00
2026-04-01,SKU01225,WH001,97,ERP,2026-04-01 23:55:00
2026-04-01,SKU01225,WH002,162,ERP,2026-04-01 23:55:00
2026-04-01,SKU01225,WH003,67,ERP,2026-04-01 23:55:00
2026-04-01,SKU01225,WH004,66,ERP,2026-04-01 23:55:00
2026-04-01,SKU01226,WH001,138,ERP,2026-04-01 23:55:00
2026-04-01,SKU01226,WH002,185,ERP,2026-04-01 23:55:00
2026-04-01,SKU01226,WH003,146,ERP,2026-04-01 23:55:00
2026-04-01,SKU01226,WH004,188,ERP,2026-04-01 23:55:00
2026-04-01,SKU01227,WH001,108,ERP,2026-04-01 23:55:00
2026-04-01,SKU01227,WH002,58,ERP,2026-04-01 23:55:00
2026-04-01,SKU01227,WH003,121,ERP,2026-04-01 23:55:00
2026-04-01,SKU01227,WH004,51,ERP,2026-04-01 23:55:00
2026-04-01,SKU01228,WH001,68,ERP,2026-04-01 23:55:00
2026-04-01,SKU01228,WH002,51,ERP,2026-04-01 23:55:00
2026-04-01,SKU01228,WH003,72,ERP,2026-04-01 23:55:00
2026-04-01,SKU01228,WH004,134,ERP,2026-04-01 23:55:00
2026-04-01,SKU01229,WH001,55,ERP,2026-04-01 23:55:00
2026-04-01,SKU01229,WH002,126,ERP,2026-04-01 23:55:00
2026-04-01,SKU01229,WH003,59,ERP,2026-04-01 23:55:00
2026-04-01,SKU01229,WH004,139,ERP,2026-04-01 23:55:00
2026-04-01,SKU01230,WH001,199,ERP,2026-04-01 23:55:00
2026-04-01,SKU01230,WH002,131,ERP,2026-04-01 23:55:00
2026-04-01,SKU01230,WH003,97,ERP,2026-04-01 23:55:00
2026-04-01,SKU01230,WH004,82,ERP,2026-04-01 23:55:00
2026-04-01,SKU01231,WH001,157,ERP,2026-04-01 23:55:00
2026-04-01,SKU01231,WH002,139,ERP,2026-04-01 23:55:00
2026-04-01,SKU01231,WH003,120,ERP,2026-04-01 23:55:00
2026-04-01,SKU01231,WH004,95,ERP,2026-04-01 23:55:00
2026-04-01,SKU01232,WH001,135,ERP,2026-04-01 23:55:00
2026-04-01,SKU01232,WH002,83,ERP,2026-04-01 23:55:00
2026-04-01,SKU01232,WH003,72,ERP,2026-04-01 23:55:00
2026-04-01,SKU01232,WH004,132,ERP,2026-04-01 23:55:00
2026-04-01,SKU01233,WH001,140,ERP,2026-04-01 23:55:00
2026-04-01,SKU01233,WH002,171,ERP,2026-04-01 23:55:00
2026-04-01,SKU01233,WH003,176,ERP,2026-04-01 23:55:00
2026-04-01,SKU01234,WH001,144,ERP,2026-04-01 23:55:00
2026-04-01,SKU01234,WH002,155,ERP,2026-04-01 23:55:00
2026-04-01,SKU01234,WH003,131,ERP,2026-04-01 23:55:00
2026-04-01,SKU01234,WH004,180,ERP,2026-04-01 23:55:00
2026-04-01,SKU01235,WH001,130,ERP,2026-04-01 23:55:00
2026-04-01,SKU01235,WH002,178,ERP,2026-04-01 23:55:00
2026-04-01,SKU01235,WH003,70,ERP,2026-04-01 23:55:00
2026-04-01,SKU01235,WH004,188,ERP,2026-04-01 23:55:00
2026-04-01,SKU01236,WH001,48,ERP,2026-04-01 23:55:00
2026-04-01,SKU01236,WH002,123,ERP,2026-04-01 23:55:00
2026-04-01,SKU01236,WH003,78,ERP,2026-04-01 23:55:00
2026-04-01,SKU01236,WH004,61,ERP,2026-04-01 23:55:00
2026-04-01,SKU01237,WH001,120,ERP,2026-04-01 23:55:00
2026-04-01,SKU01237,WH002,93,ERP,2026-04-01 23:55:00
2026-04-01,SKU01237,WH003,122,ERP,2026-04-01 23:55:00
2026-04-01,SKU01237,WH004,197,ERP,2026-04-01 23:55:00
2026-04-01,SKU01238,WH001,98,ERP,2026-04-01 23:55:00
2026-04-01,SKU01238,WH002,126,ERP,2026-04-01 23:55:00
2026-04-01,SKU01238,WH003,73,ERP,2026-04-01 23:55:00
2026-04-01,SKU01238,WH004,99,ERP,2026-04-01 23:55:00
2026-04-01,SKU01239,WH001,186,ERP,2026-04-01 23:55:00
2026-04-01,SKU01239,WH002,99,ERP,2026-04-01 23:55:00
2026-04-01,SKU01239,WH003,89,ERP,2026-04-01 23:55:00
2026-04-01,SKU01239,WH004,62,ERP,2026-04-01 23:55:00
2026-04-01,SKU01240,WH001,110,ERP,2026-04-01 23:55:00
2026-04-01,SKU01240,WH002,62,ERP,2026-04-01 23:55:00
2026-04-01,SKU01240,WH003,67,ERP,2026-04-01 23:55:00
2026-04-01,SKU01240,WH004,106,ERP,2026-04-01 23:55:00
2026-04-01,SKU01241,WH001,122,ERP,2026-04-01 23:55:00
2026-04-01,SKU01241,WH002,66,ERP,2026-04-01 23:55:00
2026-04-01,SKU01241,WH003,86,ERP,2026-04-01 23:55:00
2026-04-01,SKU01241,WH004,158,ERP,2026-04-01 23:55:00
2026-04-01,SKU01242,WH001,126,ERP,2026-04-01 23:55:00
2026-04-01,SKU01242,WH002,190,ERP,2026-04-01 23:55:00
2026-04-01,SKU01242,WH003,200,ERP,2026-04-01 23:55:00
2026-04-01,SKU01242,WH004,155,ERP,2026-04-01 23:55:00
2026-04-01,SKU01243,WH001,159,ERP,2026-04-01 23:55:00
2026-04-01,SKU01243,WH002,179,ERP,2026-04-01 23:55:00
2026-04-01,SKU01243,WH003,133,ERP,2026-04-01 23:55:00
2026-04-01,SKU01244,WH001,141,ERP,2026-04-01 23:55:00
2026-04-01,SKU01244,WH002,106,ERP,2026-04-01 23:55:00
2026-04-01,SKU01244,WH003,64,ERP,2026-04-01 23:55:00
2026-04-01,SKU01244,WH004,169,ERP,2026-04-01 23:55:00
2026-04-01,SKU01245,WH001,211,ERP,2026-04-01 23:55:00
2026-04-01,SKU01245,WH002,101,ERP,2026-04-01 23:55:00
2026-04-01,SKU01245,WH003,105,ERP,2026-04-01 23:55:00
2026-04-01,SKU01245,WH004,142,ERP,2026-04-01 23:55:00
2026-04-01,SKU01246,WH001,127,ERP,2026-04-01 23:55:00
2026-04-01,SKU01246,WH002,116,ERP,2026-04-01 23:55:00
2026-04-01,SKU01246,WH003,109,ERP,2026-04-01 23:55:00
2026-04-01,SKU01246,WH004,114,ERP,2026-04-01 23:55:00
2026-04-01,SKU01247,WH001,71,ERP,2026-04-01 23:55:00
2026-04-01,SKU01247,WH002,57,ERP,2026-04-01 23:55:00
2026-04-01,SKU01247,WH003,131,ERP,2026-04-01 23:55:00
2026-04-01,SKU01247,WH004,152,ERP,2026-04-01 23:55:00
2026-04-01,SKU01248,WH001,137,ERP,2026-04-01 23:55:00
2026-04-01,SKU01248,WH002,163,ERP,2026-04-01 23:55:00
2026-04-01,SKU01248,WH003,121,ERP,2026-04-01 23:55:00
2026-04-01,SKU01248,WH004,176,ERP,2026-04-01 23:55:00
2026-04-01,SKU01249,WH001,70,ERP,2026-04-01 23:55:00
2026-04-01,SKU01249,WH002,78,ERP,2026-04-01 23:55:00
2026-04-01,SKU01249,WH003,76,ERP,2026-04-01 23:55:00
2026-04-01,SKU01249,WH004,62,ERP,2026-04-01 23:55:00
2026-04-01,SKU01250,WH001,124,ERP,2026-04-01 23:55:00
2026-04-01,SKU01250,WH002,92,ERP,2026-04-01 23:55:00
2026-04-01,SKU01250,WH003,171,ERP,2026-04-01 23:55:00
2026-04-01,SKU01250,WH004,141,ERP,2026-04-01 23:55:00
2026-04-01,SKU01251,WH001,85,ERP,2026-04-01 23:55:00
2026-04-01,SKU01251,WH002,145,ERP,2026-04-01 23:55:00
2026-04-01,SKU01251,WH003,179,ERP,2026-04-01 23:55:00
2026-04-01,SKU01251,WH004,128,ERP,2026-04-01 23:55:00
2026-04-01,SKU01252,WH001,62,ERP,2026-04-01 23:55:00
2026-04-01,SKU01252,WH002,105,ERP,2026-04-01 23:55:00
2026-04-01,SKU01252,WH003,113,ERP,2026-04-01 23:55:00
2026-04-01,SKU01253,WH001,81,ERP,2026-04-01 23:55:00
2026-04-01,SKU01253,WH002,68,ERP,2026-04-01 23:55:00
2026-04-01,SKU01253,WH003,64,ERP,2026-04-01 23:55:00
2026-04-01,SKU01253,WH004,140,ERP,2026-04-01 23:55:00
2026-04-01,SKU01254,WH001,156,ERP,2026-04-01 23:55:00
2026-04-01,SKU01254,WH002,89,ERP,2026-04-01 23:55:00
2026-04-01,SKU01254,WH003,140,ERP,2026-04-01 23:55:00
